index,imf_0,imf_1,imf_2,imf_3,imf_4,residue
349,-0.02707241,-0.69111901,0.77671928,-2.54027807,6.75410329,92.89793719
350,0.36320321,-0.61500953,0.85195435,-2.45466682,6.79899815,92.80920030
351,0.31563752,-0.51229486,0.93539366,-2.36827860,6.84374212,92.71999776
352,0.36926892,-0.43370703,1.02559338,-2.28119007,6.88832800,92.63033179
353,-0.49684881,-0.36071088,1.12107837,-2.19347787,6.93274862,92.54020461
354,-0.08960527,-0.26364114,1.22033959,-2.10521867,6.97699677,92.44961842
355,0.03262384,-0.15835908,1.32189398,-2.01648910,7.02106529,92.35857545
356,0.43945375,-0.08730281,1.42426772,-1.92736583,7.06494698,92.26707791
357,0.48996787,-0.07810659,1.52597941,-1.83792550,7.10863466,92.17512801
358,0.03445377,-0.11970701,1.62547119,-1.74824476,7.15212114,92.08272798
359,-0.50001536,-0.15138800,1.72097138,-1.65840027,7.19539924,91.98988002
360,0.42334430,-0.12416309,1.81059552,-1.56846867,7.23846177,91.89658636
361,-0.19068516,-0.04714259,1.89251041,-1.47852662,7.28130155,91.80284920
362,-0.24941844,0.04834915,1.96486457,-1.38865077,7.32391139,91.70867077
363,-0.02553731,0.14125852,2.02565714,-1.29891777,7.36628410,91.61405328
364,0.14058414,0.20507067,2.07292176,-1.20940427,7.40841250,91.51899895
365,0.52466787,0.20091805,2.10485894,-1.12018643,7.45028941,91.42350998
366,0.59066812,0.11381450,2.12018963,-1.03133880,7.49190763,91.32758861
367,-0.07559667,-0.02458587,2.11842826,-0.94293491,7.53325999,91.23123703
368,-0.28461453,-0.14805386,2.09945784,-0.85503601,7.57433929,91.13445747
369,-0.71346061,-0.18115560,2.06305899,-0.76767657,7.61513836,91.03725215
370,-0.79050025,-0.08978689,2.00925475,-0.68085573,7.65565000,90.93962327
371,0.50663857,0.09070144,1.93859340,-0.59453586,7.69586703,90.84157306
372,0.37023250,0.24640516,1.85172330,-0.50865087,7.73578227,90.74310374
373,0.32544205,0.27224701,1.74951507,-0.42312338,7.77538853,90.64421750
374,0.26350182,0.16538449,1.63347904,-0.33787101,7.81467862,90.54491658
375,-0.22284248,0.00177641,1.50564642,-0.25281045,7.85364536,90.44520319
376,-0.18327912,-0.11878565,1.36814641,-0.16785843,7.89228156,90.34507954
377,-0.08941674,-0.13475947,1.22311771,-0.08293164,7.93058004,90.24454784
378,-0.09651333,-0.06329176,1.07276239,0.00205322,7.96853361,90.14361033
379,0.21481941,0.01574176,0.91938032,0.08717944,8.00613508,90.04226920
380,0.03571673,0.02624427,0.76517865,0.17253032,8.04337728,89.94052667
381,0.25435657,-0.05418779,0.61208959,0.25818916,8.08025301,89.83838497
382,-0.01350485,-0.18530367,0.46197984,0.34423924,8.11675510,89.73584631
383,-0.35453539,-0.30402119,0.31671615,0.43076388,8.15287634,89.63291289
384,0.24920650,-0.36225983,0.17816523,0.51784635,8.18860956,89.52958695
385,0.16437941,-0.38792619,0.04821467,0.60556997,8.22394758,89.42587069
386,0.14735098,-0.44211390,-0.07118757,0.69401802,8.25888320,89.32176633
387,0.14124839,-0.55311034,-0.17815827,0.78327380,8.29340925,89.21727608
388,0.19153304,-0.69220284,-0.27082184,0.87342061,8.32751853,89.11240216
389,-0.28316269,-0.77652211,-0.34735664,0.96454175,8.36120386,89.00714679
390,0.08472057,-0.71876753,-0.40634179,1.05672042,8.39445806,88.90151219
391,-0.24092023,-0.50400434,-0.44789865,1.15004227,8.42727393,88.79550056
392,-0.28564750,-0.19534024,-0.47348303,1.24459916,8.45964430,88.68911412
393,0.54795460,0.11222788,-0.48479936,1.34046453,8.49156198,88.58235509
394,0.24588434,0.33293456,-0.48353388,1.43768971,8.52301978,88.47522568
395,-0.12039978,0.44995017,-0.47133933,1.53628665,8.55401052,88.36772812
396,-0.45461419,0.50224473,-0.44987904,1.63625610,8.58452701,88.25986461
397,-0.03038739,0.51198912,-0.42069528,1.73759779,8.61456207,88.15163737
398,0.36127477,0.47492361,-0.38485467,1.84031131,8.64410850,88.04304862
399,-0.00530715,0.38435371,-0.34337144,1.94439625,8.67315913,87.93410057
400,-0.28425134,0.24550516,-0.29755065,2.04985219,8.70170677,87.82479544
401,0.22131567,0.07042564,-0.24873410,2.15667872,8.72974424,87.71513544
402,0.28814534,-0.11223796,-0.19823165,2.26487544,8.75726434,87.60512279
403,-0.07230946,-0.27002004,-0.14733816,2.37444193,8.78425990,87.49475971
404,-0.20696752,-0.36311649,-0.09734479,2.48537778,8.81072372,87.38404841
405,-0.54569465,-0.34817573,-0.04980929,2.59768257,8.83664862,87.27299110
406,0.52688633,-0.23151561,-0.00696586,2.71135590,8.86202742,87.16159001
407,0.23535847,-0.07929968,0.02854782,2.82639736,8.88685293,87.04984734
408,-0.29914039,0.05744173,0.05402938,2.94280653,8.91111797,86.93776532
409,0.04511601,0.14432176,0.06677649,3.06058300,8.93481534,86.82534615
410,0.11124959,0.17420959,0.06415499,3.17972527,8.95793787,86.71259206
411,-0.13489143,0.14691379,0.04419078,3.30022086,8.98047837,86.59950526
412,-0.00818584,0.06667168,0.00681174,3.42199253,9.00242965,86.48608797
413,0.30027646,-0.03921025,-0.04651316,3.54479607,9.02378452,86.37234239
414,-0.40877151,-0.10938379,-0.11397882,3.66829961,9.04453581,86.25827076
415,0.43146449,-0.09264840,-0.19365699,3.79215858,9.06467633,86.14387527
416,-0.03495918,-0.01119050,-0.28277131,3.91602841,9.08419888,86.02915816
417,-0.32281993,0.09399969,-0.37670475,4.03956455,9.10309629,85.91412162
418,0.25737687,0.18000680,-0.47008613,4.16242242,9.12136137,85.79876789
419,-0.24315457,0.19421429,-0.55806063,4.28425746,9.13898693,85.68309917
420,0.31062632,0.09827585,-0.63714155,4.40472511,9.15596579,85.56711768
421,0.04359268,-0.08105921,-0.70425815,4.52348080,9.17229077,85.45082564
422,-0.09223448,-0.29450390,-0.75636446,4.64017996,9.18795467,85.33422526
423,-0.39810974,-0.49108389,-0.79041424,4.75447771,9.20295031,85.21731876
424,-0.70895599,-0.61981092,-0.80338367,4.86604245,9.21726577,85.10010835
425,-0.45952643,-0.64234639,-0.79267508,4.97461502,9.23087044,84.98259625
426,0.18964103,-0.57244109,-0.75744908,5.08001208,9.24373054,84.86478468
427,0.18809682,-0.44230109,-0.69882763,5.18207128,9.25581902,84.74667584
428,0.07492901,-0.28615790,-0.61832476,5.28061456,9.26713008,84.62827196
429,-0.15221250,-0.13246492,-0.51745035,5.37545914,9.27766330,84.50957525
430,-0.09261714,-0.00742042,-0.39771431,5.46642218,9.28741828,84.39058793
431,-0.00594411,0.07234169,-0.26062655,5.55332087,9.29639463,84.27131221
432,0.51297093,0.08833829,-0.10769695,5.63597236,9.30459196,84.15175031
433,-0.00002371,0.03535263,0.05955199,5.71419385,9.31200986,84.03190445
434,-0.37448035,-0.04324906,0.23955088,5.78780250,9.31864794,83.91177683
435,0.19208984,-0.10091423,0.43076149,5.85661548,9.32450581,83.79136968
436,0.07689444,-0.13071735,0.63176869,5.92044998,9.32958308,83.67068520
437,-0.19123473,-0.15058164,0.84118725,5.97912316,9.33387934,83.54972563
438,0.36048339,-0.17229833,1.05762414,6.03245219,9.33739421,83.42849316
439,0.23840471,-0.15827390,1.27965732,6.08025427,9.34012728,83.30699003
440,-0.46164845,-0.04874307,1.50586552,6.12234655,9.34207817,83.18521844
441,0.39981041,0.17183878,1.73482961,6.15854621,9.34324647,83.06318060
442,-0.29168005,0.39624679,1.96513047,6.18867042,9.34363180,82.94087874
443,-0.06622189,0.52954115,2.19534897,6.21253637,9.34323376,82.81831507
444,0.35815177,0.58491194,2.42406599,6.22996121,9.34205195,82.69549181
445,-0.40262615,0.60391858,2.64986592,6.24076214,9.34008597,82.57241117
446,-0.00360916,0.61501233,2.87138450,6.24475632,9.33733544,82.44907536
447,0.27847740,0.58759715,3.08747079,6.24176092,9.33379996,82.32548661
448,0.34896842,0.46905128,3.29741111,6.23159312,9.32947914,82.20164713
449,0.34451888,0.24125950,3.50119763,6.21407010,9.32437257,82.07755912
450,0.02517554,-0.04210307,3.69904263,6.18900930,9.31847986,81.95322482
451,-0.39037190,-0.28931942,3.89115690,6.15623326,9.31180062,81.82864644
452,0.21439107,-0.41805090,4.07768651,6.11559480,9.30433446,81.70382618
453,0.12570094,-0.40691271,4.25887180,6.06702331,9.29608097,81.57876627
454,-0.23917079,-0.27689260,4.43548278,6.01053856,9.28703977,81.45346893
455,-0.41317897,-0.07165262,4.60872674,5.94623049,9.27721046,81.32793636
456,-0.24564202,0.15283621,4.77976652,5.87424863,9.26659264,81.20217078
457,0.74011923,0.32791421,4.94969763,5.79476285,9.25518591,81.07617442
458,0.39032301,0.39980599,5.11940086,5.70795056,9.24298990,80.94994947
459,-0.19148271,0.38269471,5.28983957,5.61399384,9.23000419,80.82349817
460,-0.56595454,0.31380952,5.46235318,5.51307561,9.21622839,80.69682273
461,-0.31269834,0.22630992,5.63862186,5.40537878,9.20166211,80.56992535
462,0.11247033,0.13343411,5.82039272,5.29108628,9.18630496,80.44280826
463,0.32196789,0.02481318,6.00941290,5.17038103,9.17015653,80.31547368
464,0.40536285,-0.11918922,6.20742950,5.04344594,9.15321644,80.18792381
465,-0.18760901,-0.27706801,6.41618965,4.91046395,9.13548429,80.06016088
466,-0.16466281,-0.39116632,6.63744278,4.77161796,9.11695968,79.93218709
467,0.02190609,-0.42310947,6.87289200,4.62709091,9.09764222,79.80400468
468,-0.04554915,-0.38173807,7.12376401,4.47706570,9.07753152,79.67561584
469,0.08985830,-0.30806279,7.39000833,4.32172527,9.05662717,79.54702280
470,-0.00584270,-0.23047322,7.67030496,4.16125253,9.03492879,79.41822777
471,0.00284459,-0.13370953,7.96214435,3.99583150,9.01243597,79.28923297
472,-0.14368040,0.00078943,8.26256850,3.82565376,8.98914833,79.16004061
473,-0.21384188,0.14903982,8.56873335,3.65092567,8.96506547,79.03065291
474,-0.09751566,0.25002898,8.87788975,3.47186206,8.94018700,78.90107209
475,0.77893581,0.24846204,9.18735225,3.28868665,8.91451251,78.77130035
476,0.30810782,0.12743439,9.49498634,3.10163008,8.88804161,78.64133992
477,-0.68177653,-0.02754425,9.79951373,2.91092433,8.86077392,78.51119302
478,-0.30832289,-0.12080362,10.09984697,2.71680137,8.83270903,78.38086185
479,0.03828365,-0.11710104,10.39494294,2.51949318,8.80384655,78.25034863
480,-0.00519243,-0.01705653,10.68422535,2.31923172,8.77418608,78.11965558
481,-0.07102374,0.10769109,10.96836815,2.11624899,8.74372723,77.98878492
482,0.42742188,0.15247667,11.24854717,1.91077694,8.71246961,77.85773885
483,-0.11226900,0.06984828,11.52610268,1.70304755,8.68041281,77.72651960
484,-0.13961709,-0.08310851,11.80252519,1.49329280,8.64755645,77.59512938
485,-0.51215921,-0.22429421,12.07933751,1.28174466,8.61390013,77.46357041
486,-0.12945530,-0.29198783,12.35806244,1.06863510,8.57944346,77.33184490
487,0.25946154,-0.28732503,12.64017986,0.85419609,8.54418603,77.19995507
488,-0.09628726,-0.24080610,12.92683797,0.63865962,8.50812746,77.06790313
489,-0.09474576,-0.21150972,13.21831887,0.42225765,8.47126734,76.93569130
490,0.26708107,-0.22296740,13.51385212,0.20522216,8.43360530,76.80332179
491,-0.30980818,-0.22524285,13.81182673,-0.01221487,8.39514092,76.67079683
492,-0.06263021,-0.14894937,14.11017562,-0.22982148,8.35587381,76.53811862
493,0.11653802,-0.00831270,14.40560046,-0.44736569,8.31580359,76.40528938
494,0.12584999,0.14087734,14.69371421,-0.66461553,8.27492985,76.27231133
495,0.03230347,0.25890300,14.96993201,-0.88133902,8.23325220,76.13918668
496,0.04717238,0.35168712,15.22954400,-1.09730419,8.19077024,76.00591765
497,-0.40746202,0.44269012,15.46847937,-1.31227906,8.14748359,75.87250646
498,0.51945121,0.50323297,15.68307120,-1.52603167,8.10339183,75.73895531
499,0.31424701,0.47154438,15.87002972,-1.73833003,8.05849459,75.60526643
500,0.49001717,0.35212933,16.02615017,-1.94894218,8.01279147,75.47144203
501,-0.29493477,0.19748514,16.14822781,-2.15763613,7.96628206,75.33748433
502,-0.53576466,0.06663521,16.23305788,-2.36417992,7.91896598,75.20339554
503,-0.44503179,0.01559852,16.27743562,-2.56834158,7.87084282,75.06917788
504,-0.33547274,0.08035300,16.27815628,-2.76988912,7.82191221,74.93483356
505,0.59453250,0.25985594,16.23202037,-2.96859058,7.77217373,74.80036480
506,-0.05919163,0.56034691,16.13586147,-3.16421397,7.72162700,74.66577381
507,-0.62704930,1.00917139,15.98671582,-3.35652734,7.67027162,74.53106282
508,-0.05033113,1.59943584,15.78263738,-3.54529869,7.61810719,74.39623403
509,0.10771597,2.14094130,15.52385897,-3.73029607,7.56513332,74.26128966
510,1.10748721,2.28919602,15.21280609,-3.91128749,7.51134962,74.12623193
511,2.01262207,1.88698404,14.85315751,-4.08804099,7.45675569,73.99106305
512,1.41566135,1.09882756,14.44880734,-4.26032458,7.40135113,73.85578524
513,-1.64959690,0.25840444,14.00364970,-4.42790629,7.34513555,73.72040072
514,0.48059139,-0.30222213,13.52157869,-4.59055416,7.28810856,73.58491169
515,0.62552589,-0.40933670,13.00648842,-4.74803620,7.23026976,73.44932038
516,-0.61435316,-0.11507278,12.46226470,-4.90012044,7.17161875,73.31362900
517,-1.23109398,0.42305860,11.89268702,-5.04657492,7.11215515,73.17783977
518,1.43434826,0.96957605,11.30124834,-5.18716764,7.05187855,73.04195490
519,-0.42804869,1.20114151,10.69145322,-5.32166665,6.99078856,72.90597661
520,0.31381001,0.94471142,10.06693093,-5.44983997,6.92888478,72.76990711
521,1.78604004,0.23929872,9.43133837,-5.57145562,6.86616683,72.63374862
522,0.34684780,-0.70073715,8.78833243,-5.68628163,6.80263430,72.49750335
523,-2.48213592,-1.58236187,8.14157001,-5.79408602,6.73828680,72.36117353
524,-0.30426449,-2.14566071,7.49470799,-5.89463683,6.67312394,72.22476136
525,1.82881682,-2.33123541,6.85135293,-5.98770208,6.60714531,72.08826906
526,-0.12721517,-2.18350390,6.21474842,-6.07304979,6.54035054,71.95169886
527,-1.16605727,-1.71579779,5.58718842,-6.15044799,6.47273921,71.81505295
528,1.25602086,-0.90827714,4.96934246,-6.21966471,6.40431094,71.67833356
529,-1.36252027,0.16115539,4.35944146,-6.28046797,6.33506533,71.54154291
530,1.16563751,1.23212889,3.75374170,-6.33262580,6.26500199,71.40468320
531,-0.34605841,1.97666333,3.14847618,-6.37590622,6.19412051,71.26775666
532,0.78845713,2.24090686,2.54126974,-6.41007727,6.12242051,71.13076551
533,0.27236789,2.06969693,1.93132602,-6.43490696,6.04990160,70.99371195
534,0.23695249,1.64543268,1.32096736,-6.45016333,5.97656337,70.85659820
535,-1.69932978,1.23792524,0.71382198,-6.45561440,5.90240543,70.71942648
536,0.61898223,1.05364761,0.11410018,-6.45102820,5.82742738,70.58219900
537,0.91642425,1.07176683,-0.47267714,-6.43617274,5.75162884,70.44491798
538,-1.51965897,1.12782516,-1.03855360,-6.41081607,5.67500940,70.30758564
539,1.45857500,0.98810243,-1.57452550,-6.37472620,5.59756867,70.17020419
540,0.51195964,0.45306093,-2.07130692,-6.32767117,5.51930626,70.03277584
541,-0.12313881,-0.49348385,-2.52040517,-6.26941899,5.44022177,69.89530281
542,0.80037966,-1.72149227,-2.91404495,-6.19973769,5.36031481,69.75778733
543,-0.65964219,-2.94578567,-3.24458330,-6.11839530,5.27958497,69.62023159
544,-1.66721245,-3.81321489,-3.50448047,-6.02516017,5.19803188,69.48263783
545,-0.70490953,-4.03966298,-3.68767487,-5.91979962,5.11565512,69.34500824
546,0.79315044,-3.61082831,-3.79398341,-5.80207281,5.03245431,69.20734506
547,0.03490937,-2.71823682,-3.83133325,-5.67174925,4.94842907,69.06965050
548,-0.40328401,-1.54741272,-3.81317574,-5.52864954,4.86357837,68.93192676
549,-0.07546945,-0.23311531,-3.75449447,-5.37267839,4.77789844,68.79417607
550,-0.00146525,1.06004690,-3.67115054,-5.20384207,4.69138489,68.65640065
551,0.25520278,2.12191505,-3.57765338,-5.02221274,4.60403351,68.51860270
552,0.25228989,2.74238976,-3.48817388,-4.82791864,4.51584069,68.38078444
553,0.92412067,2.79316050,-3.41609541,-4.62115542,4.42680351,68.24294810
554,0.06355332,2.32161923,-3.37061844,-4.40220866,4.33691951,68.10509588
555,-0.27170043,1.55192351,-3.35274014,-4.17144597,4.24618559,67.96723000
556,-0.45672836,0.75878565,-3.35899496,-3.92933377,4.15459940,67.82935267
557,-0.27333849,0.15417227,-3.38284597,-3.67646496,4.06216015,67.69146612
558,0.54572599,-0.22443501,-3.41435824,-3.41353660,3.96887190,67.55357256
559,-0.66214052,-0.48214139,-3.44014880,-3.14130729,3.87474127,67.41567420
560,0.81671042,-0.71798409,-3.44436728,-2.86056141,3.77977566,67.27777325
561,-0.62122507,-0.92737317,-3.41199577,-2.57208742,3.68398284,67.13987194
562,-0.12376448,-1.06553585,-3.32920185,-2.27667694,3.58737077,67.00197249
563,0.67313592,-1.18431723,-3.18512615,-1.97509191,3.48994767,66.86407709
564,-0.21270032,-1.33313827,-2.97444087,-1.66810500,3.39172182,66.72618798
565,-0.48626643,-1.44716112,-2.69858065,-1.35649394,3.29270148,66.58830737
566,0.43955129,-1.44296423,-2.36564417,-1.04103646,3.19289493,66.45043746
567,0.10693863,-1.26736998,-1.98943167,-0.72251029,3.09231045,66.31258049
568,-1.14280055,-0.87614424,-1.58592429,-0.40169316,2.99095630,66.17473866
569,0.40448979,-0.28996782,-1.17128337,-0.07936279,2.88884077,66.03691418
570,-0.18758220,0.36062683,-0.76164484,0.24370308,2.78597212,65.89910929
571,-0.30299399,0.92803846,-0.37314466,0.56672673,2.68235863,65.76132618
572,0.69284175,1.29109719,-0.02191876,0.88893042,2.57800857,65.62356708
573,-0.17489568,1.35958220,0.27599757,1.20953642,2.47293022,65.48583420
574,0.48235028,1.13953720,0.50741812,1.52776702,2.36713184,65.34812976
575,-0.15071860,0.74475713,0.67132700,1.84284447,2.26062172,65.21045597
576,-0.12126198,0.35912820,0.77914263,2.15399023,2.15340812,65.07281506
577,-0.60308415,0.13560912,0.84936871,2.46041830,2.04549932,64.93520922
578,-0.21727818,0.03336985,0.90840672,2.76133017,1.93690360,64.79764069
579,0.95092178,-0.14656389,0.98918960,3.05595028,1.82762930,64.66011167
580,-0.31436268,-0.53083618,1.11986914,3.34353598,1.71768473,64.52262438
581,-0.39106912,-0.93658517,1.31485067,3.62335155,1.60707825,64.38518104
582,-0.84796473,-1.04374271,1.57672148,3.89466121,1.49581825,64.24778386
583,-0.92165272,-0.69589412,1.89087512,4.15672886,1.38391346,64.11043506
584,-0.25731659,-0.02183123,2.23471334,4.40881753,1.27137346,63.97313685
585,1.11155143,0.67512552,2.58456606,4.65018790,1.15821021,63.83589146
586,0.32420237,1.07799509,2.91676321,4.88009783,1.04443846,63.69870108
587,1.84609055,1.02155645,3.20809429,5.09780207,0.93007610,63.56156795
588,-2.05687787,0.71806856,3.43955407,5.30255426,0.81514211,63.42449428
589,-1.80608351,0.46327788,3.60265443,5.49361326,0.69965575,63.28748227
590,-0.07415124,0.31662967,3.69457065,5.67032679,0.58363643,63.15053416
591,1.86418066,0.11653258,3.71644269,5.83240865,0.46710354,63.01365214
592,0.52828888,-0.30397928,3.66840871,5.98002942,0.35007650,62.87683845
593,1.10075974,-0.91346556,3.54852879,6.11352121,0.23257471,62.74009529
594,-1.55066873,-1.29455498,3.35443826,6.23323316,0.11461758,62.60342488
595,0.88648531,-1.05517480,3.08408450,6.33951443,-0.00377548,62.46682944
596,0.93656431,-0.24627731,2.73917694,6.43271417,-0.12258507,62.33031117
597,-1.24043318,0.85032905,2.33188085,6.51318155,-0.24179177,62.19387231
598,-0.28022994,1.81839115,1.87723076,6.58126572,-0.36137618,62.05751505
599,1.84293340,2.37501128,1.39031902,6.63731583,-0.48131890,61.92124163
600,0.34478998,2.34875994,0.88621073,6.68168104,-0.60160051,61.78505425
601,-0.98319450,1.83778725,0.38032831,6.71471050,-0.72220160,61.64895513
602,0.32637516,1.00803313,-0.11180872,6.73675338,-0.84310278,61.51294648
603,-0.40552752,0.00431040,-0.57468085,6.74815882,-0.96428462,61.37703052
604,1.21758620,-1.10801505,-0.99276856,6.74927599,-1.08572773,61.24120947
605,0.88667306,-2.22636701,-1.35055233,6.74045403,-1.20741270,61.10548555
606,0.54568550,-3.18620914,-1.63251265,6.72204211,-1.32932011,60.96986095
607,-1.55752008,-3.80469490,-1.82312999,6.69438937,-1.45143057,60.83433792
608,-0.57086598,-3.93102579,-1.90727126,6.65784499,-1.57372466,60.69891865
609,0.66831959,-3.53051279,-1.87443679,6.61275202,-1.69618297,60.56360537
610,-1.04772516,-2.66974510,-1.72894338,6.55942991,-1.81878611,60.42840028
611,0.68395273,-1.55772576,-1.48664809,6.49820825,-1.94151465,60.29330561
612,0.40596423,-0.49658857,-1.16604080,6.42947965,-2.06434920,60.15832358
613,0.17233788,0.31888786,-0.78580282,6.35370529,-2.18727035,60.02345639
614,-0.45586828,0.87313549,-0.36479965,6.27146115,-2.31025868,59.88870626
615,0.55411850,1.18627271,0.07721229,6.18339285,-2.43329479,59.75407541
616,0.47963089,1.26714907,0.51769237,6.09017613,-2.55635928,59.61956606
617,0.01918268,1.22844331,0.93041601,5.99248499,-2.67943273,59.48518041
618,-1.25241928,1.30650961,1.28498528,5.89095437,-2.80249574,59.35092069
619,-1.49642990,1.62410910,1.55476027,5.78606339,-2.92552890,59.21678911
620,-0.60108378,2.06517470,1.72195695,5.67809165,-3.04851281,59.08278789
621,2.64618667,2.32733965,1.77513756,5.56725210,-3.17142804,58.94891924
622,-0.66157027,2.16460927,1.71444236,5.45375134,-3.29425521,58.81518537
623,-0.75354985,1.66284557,1.55224017,5.33779598,-3.41697490,58.68158851
624,-0.22607618,0.98638425,1.30368083,5.21959263,-3.53956770,58.54813087
625,0.68905829,0.22970486,0.98398189,5.09934789,-3.66201420,58.41481466
626,0.27028761,-0.56039532,0.60836093,4.97726836,-3.78429500,58.28164211
627,1.42419762,-1.33501545,0.19203552,4.85356066,-3.90639070,58.14861542
628,0.87327725,-1.99327695,-0.24977678,4.72843138,-4.02828187,58.01573681
629,0.49334922,-2.40362162,-0.70185840,4.60208714,-4.14994912,57.88300849
630,-1.86959573,-2.41252510,-1.14899177,4.47473453,-4.27137303,57.75043269
631,0.25319220,-1.93671638,-1.57622950,4.34658017,-4.39253421,57.61801162
632,0.39963942,-1.23244605,-1.97043129,4.21783066,-4.51341324,57.48574749
633,0.94030335,-0.70100074,-2.32277322,4.08869260,-4.63399071,57.35364252
634,-0.64612218,-0.42751727,-2.63033617,3.95937260,-4.75424722,57.22169893
635,0.28875695,-0.19331826,-2.89396425,3.83007727,-4.87416336,57.08991893
636,-1.04040619,0.12987943,-3.11551951,3.70101321,-4.99371972,56.95830473
637,0.68848438,0.40710656,-3.29570895,3.57238702,-5.11289689,56.82685856
638,0.92138200,0.46016571,-3.43303927,3.44440532,-5.23167547,56.69558262
639,-0.73837418,0.23832172,-3.52278004,3.31727471,-5.35003605,56.56447914
640,0.67161622,-0.17401797,-3.55874705,3.19120179,-5.46795922,56.43355033
641,-0.48101195,-0.61961941,-3.53408603,3.06639317,-5.58542558,56.30279840
642,-0.89366036,-0.95592761,-3.44131411,2.94305545,-5.70241571,56.17222557
643,0.24263229,-1.13848945,-3.27210926,2.82138136,-5.81891021,56.04183406
644,0.98381751,-1.27657017,-3.01903222,2.70148657,-5.93488967,55.91162607
645,-0.41719839,-1.41850668,-2.67779698,2.58337236,-6.05033469,55.78160384
646,-0.27483013,-1.45778481,-2.24872577,2.46693929,-6.16522585,55.65176957
647,-0.45104071,-1.26806141,-1.73997448,2.35198491,-6.27954375,55.52212547
648,0.64634367,-0.85686978,-1.16791936,2.23825096,-6.39326898,55.39267377
649,-0.34351572,-0.35027420,-0.55187862,2.12543370,-6.50638213,55.26341668
650,-0.07196578,0.17878182,0.08818727,2.01325373,-6.61886380,55.13435642
651,-0.81406511,0.65547649,0.73227378,1.90140086,-6.73069458,55.00549519
652,1.74477823,0.84503496,1.36031231,1.78956441,-6.84185506,54.87683523
653,-0.99903957,0.64561531,1.95218108,1.67747426,-6.95232583,54.74837873
654,-1.38237477,0.37175294,2.48904100,1.56487142,-7.06208749,54.62012792
655,-0.80193155,0.33689931,2.95507713,1.45150294,-7.17112063,54.49208502
656,0.53201936,0.50405830,3.34079380,1.33713283,-7.27940583,54.36425223
657,0.66055081,0.68185207,3.64141883,1.22159261,-7.38692370,54.23663178
658,0.13360526,0.72523476,3.85430214,1.10487754,-7.49365483,54.10922588
659,-0.02786738,0.68714483,3.98032011,0.98707072,-7.59957980,53.98203675
660,-0.52707561,0.74432544,4.02262684,0.86830288,-7.70467921,53.85506660
661,0.18681705,0.96454360,3.98603507,0.74871403,-7.80893365,53.72831764
662,0.16509668,1.19817741,3.87703252,0.62844419,-7.91232372,53.60179210
663,0.73622848,1.28571523,3.70311054,0.50763337,-8.01483001,53.47549218
664,-1.27491177,1.29410055,3.47227164,0.38642158,-8.11643311,53.34942011
665,-0.92795196,1.38039954,3.19260889,0.26494885,-8.21711361,53.22357810
666,0.29385291,1.54650043,2.87221533,0.14335518,-8.31685210,53.09796837
667,1.68016434,1.62046552,2.51918403,0.02178060,-8.41562918,52.97259312
668,0.85895862,1.45845021,2.14160804,-0.09963489,-8.51342544,52.84745458
669,-0.29956507,1.03673969,1.74758044,-0.22075126,-8.61022147,52.72255497
670,1.43090278,0.37763241,1.34519426,-0.34142851,-8.70599787,52.59789649
671,0.26311201,-0.41606559,0.94254258,-0.46152661,-8.80073522,52.47348136
672,0.04794601,-1.19303557,0.54771845,-0.58090556,-8.89441413,52.34931181
673,-0.81910916,-1.78802612,0.16881492,-0.69942533,-8.98701517,52.22539004
674,-0.06434248,-2.04250995,-0.18607493,-0.81694591,-9.07851895,52.10171827
675,-0.21447317,-1.85139752,-0.50897007,-0.93332729,-9.16890606,51.97829871
676,-0.90812521,-1.20368696,-0.79321250,-1.04842944,-9.25815708,51.85513359
677,-0.32358127,-0.24457565,-1.03636561,-1.16211237,-9.34625262,51.73222511
678,0.82308912,0.71469640,-1.23924923,-1.27423604,-9.43317326,51.60957550
679,0.77873397,1.33784442,-1.40315089,-1.38466045,-9.51889959,51.48718696
680,0.54323693,1.46563890,-1.52974258,-1.49324558,-9.60341222,51.36506172
681,-0.79360487,1.21664554,-1.62110970,-1.59985142,-9.68669172,51.24320199
682,-0.35099627,0.78023064,-1.67910471,-1.70433794,-9.76871870,51.12160999
683,0.34821837,0.28906228,-1.70543209,-1.80656514,-9.84947375,51.00028792
684,0.64087383,-0.19312565,-1.70157001,-1.90639300,-9.92893745,50.87923802
685,-0.46311940,-0.57371062,-1.66875744,-2.00368150,-10.00709041,50.75846248
686,-1.12334353,-0.72247576,-1.60774205,-2.09829063,-10.08391321,50.63796353
687,0.29561714,-0.58825354,-1.52073324,-2.19008055,-10.15938644,50.51774339
688,0.52910798,-0.31347734,-1.41346265,-2.27891180,-10.23349070,50.39780426
689,0.18685260,-0.05208617,-1.29558289,-2.36464380,-10.30620659,50.27814837
690,-0.36378824,0.18326143,-1.18117794,-2.44713544,-10.37751468,50.15877793
691,0.25976192,0.43015463,-1.08425867,-2.52624734,-10.44739559,50.03969516
692,-0.31864233,0.64006077,-1.01497829,-2.60185258,-10.51582989,49.92090227
693,0.45655472,0.70517552,-0.97926422,-2.67383694,-10.58279818,49.80240147
694,0.41405379,0.54631621,-0.97778907,-2.74208817,-10.64828105,49.68419499
695,-0.25055908,0.21510627,-1.00617377,-2.80649191,-10.71225910,49.56628503
696,0.06411276,-0.14014410,-1.05830155,-2.86693325,-10.77471291,49.44867382
