index,imf_0,imf_1,imf_2,imf_3,imf_4,imf_5,imf_6,imf_7,residue
446,0.85962057,0.73798261,0.81230169,3.50039176,0.02888614,-0.35869283,-0.02169594,-0.09556929,87.83322278
447,1.23351371,0.08562476,0.41927065,3.49459821,-0.00140990,-0.36541476,-0.02208869,-0.09696005,87.83892947
448,0.21572495,-0.66095490,0.05848222,3.47942315,-0.03217746,-0.37210405,-0.02249498,-0.09831555,87.84475211
449,-1.17468278,-1.25695248,-0.25675969,3.45536382,-0.06340947,-0.37876949,-0.02290226,-0.09963526,87.85069059
450,-0.30699775,-1.47700691,-0.51317497,3.42291742,-0.09509890,-0.38542620,-0.02329107,-0.10091928,87.85674478
451,-0.35049711,-1.25625966,-0.69977634,3.38258115,-0.12723868,-0.39208684,-0.02364434,-0.10216776,87.86291458
452,-0.67327495,-0.72482380,-0.81651539,3.33485223,-0.15982175,-0.39876310,-0.02394598,-0.10338081,87.86919989
453,0.66652859,-0.10217292,-0.87424202,3.28022928,-0.19284106,-0.40546474,-0.02418185,-0.10455857,87.87560057
454,1.69974900,0.41959335,-0.88686390,3.21922626,-0.22628955,-0.41219221,-0.02434712,-0.10570117,87.88211654
455,1.60648519,0.70638836,-0.86949841,3.15239223,-0.26016015,-0.41894308,-0.02443983,-0.10680870,87.88874766
456,0.30180255,0.77304584,-0.83977088,3.08026565,-0.29444582,-0.42571482,-0.02445819,-0.10788124,87.89549384
457,-1.63768575,0.77096470,-0.81742307,3.00336551,-0.32913950,-0.43250239,-0.02440292,-0.10891885,87.90235495
458,0.84179038,0.83968691,-0.82048200,2.92213236,-0.36423412,-0.43929198,-0.02428348,-0.10992162,87.90933090
459,0.88897527,0.98309206,-0.85978467,2.83690752,-0.39972263,-0.44607161,-0.02410751,-0.11088960,87.91642156
460,-0.99453871,1.06575646,-0.93772790,2.74800426,-0.43559797,-0.45282646,-0.02388550,-0.11182289,87.92362682
461,0.97257812,0.88354048,-1.04766043,2.65573401,-0.47185308,-0.45953666,-0.02363299,-0.11272154,87.93094658
462,0.41871862,0.37431538,-1.17676564,2.56040819,-0.50848091,-0.46618799,-0.02335987,-0.11358562,87.93838072
463,-0.77138158,-0.29157938,-1.31059939,2.46233825,-0.54547440,-0.47277098,-0.02307127,-0.11441522,87.94592913
464,0.43837809,-0.88188979,-1.43458440,2.36183560,-0.58282648,-0.47929453,-0.02275395,-0.11521040,87.95359170
465,-1.10635642,-1.17282689,-1.53414338,2.25921168,-0.62053011,-0.48578345,-0.02237877,-0.11597123,87.96136832
466,-0.25700525,-1.15850400,-1.59568996,2.15477793,-0.65857823,-0.49225167,-0.02192746,-0.11669779,87.96925887
467,1.30138748,-1.03307177,-1.61116226,2.04884576,-0.69696377,-0.49869430,-0.02140059,-0.11739015,87.97726324
468,0.34786338,-0.98356419,-1.58084446,1.94172662,-0.73567968,-0.50510416,-0.02080099,-0.11804838,87.98538133
469,0.08293962,-0.97269526,-1.51211766,1.83373037,-0.77471890,-0.51149272,-0.02011286,-0.11867255,87.99361301
470,-1.58434096,-0.74813384,-1.41743576,1.72515727,-0.81407437,-0.51787485,-0.01931700,-0.11926273,88.00195819
471,-0.05905467,-0.20429785,-1.30840690,1.61628640,-0.85373904,-0.52425792,-0.01840170,-0.11981900,88.01041674
472,1.02248552,0.48273497,-1.19478714,1.50736256,-0.89370585,-0.53064694,-0.01735763,-0.12034143,88.01898856
473,0.71299884,1.08498180,-1.08565075,1.39859565,-0.93396773,-0.53704610,-0.01617624,-0.12083010,88.02767353
474,-0.51364697,1.42156894,-0.98996524,1.29017560,-0.97451764,-0.54345743,-0.01485116,-0.12128507,88.03647154
475,-0.13213899,1.37337329,-0.91490152,1.18226067,-1.01534852,-0.54988108,-0.01337792,-0.12170644,88.04538249
476,0.67871495,0.95303511,-0.86033756,1.07497949,-1.05645330,-0.55631684,-0.01175238,-0.12209427,88.05440625
477,-0.62628517,0.28988673,-0.82304961,0.96845531,-1.09782493,-0.56276365,-0.00997125,-0.12244864,88.06354272
478,0.56717081,-0.39238496,-0.79947200,0.86281147,-1.13945635,-0.56921720,-0.00803451,-0.12276964,88.07279179
479,-0.49862584,-0.89205402,-0.78603904,0.75817133,-1.18134050,-0.57567232,-0.00594299,-0.12305733,88.08215334
480,-0.42650792,-1.08686999,-0.77918505,0.65465824,-1.22347033,-0.58212388,-0.00369749,-0.12331180,88.09162727
481,0.06766757,-0.96110898,-0.77561064,0.55239461,-1.26583878,-0.58856671,-0.00129882,-0.12353312,88.10121345
482,0.14558964,-0.66090935,-0.77313883,0.45150013,-1.30843878,-0.59499567,0.00125220,-0.12372137,88.11091178
483,0.14874788,-0.35029837,-0.77026577,0.35209767,-1.35126329,-0.60140560,0.00395477,-0.12387662,88.12072216
484,0.05311149,-0.06370818,-0.76661316,0.25431113,-1.39430524,-0.60779135,0.00680807,-0.12399896,88.13064445
485,-0.59257711,0.23204671,-0.76353937,0.15826442,-1.43755758,-0.61414778,0.00981128,-0.12408846,88.14067857
486,0.74738975,0.50592541,-0.76318247,0.06408144,-1.48101325,-0.62046973,0.01296361,-0.12414519,88.15082438
487,0.01859440,0.68830656,-0.76730649,-0.02811391,-1.52466519,-0.62675204,0.01626423,-0.12416924,88.16108179
488,-0.77733652,0.77106754,-0.77694706,-0.11819772,-1.56850634,-0.63298957,0.01971233,-0.12416069,88.17145067
489,-0.18327960,0.76290397,-0.79161624,-0.20604609,-1.61252965,-0.63917716,0.02330711,-0.12411960,88.18193093
490,0.61667814,0.66898661,-0.80870502,-0.29153512,-1.65672806,-0.64530967,0.02704774,-0.12404605,88.19252244
491,0.45948039,0.48997032,-0.82421227,-0.37454091,-1.70109450,-0.65138194,0.03093343,-0.12394013,88.20322509
492,0.16751096,0.23814486,-0.83358063,-0.45493955,-1.74562193,-0.65738882,0.03496335,-0.12380191,88.21403878
493,-0.00565313,-0.05706374,-0.83229210,-0.53260713,-1.79030328,-0.66332516,0.03913670,-0.12363147,88.22496339
494,0.14377831,-0.35325809,-0.81586141,-0.60741977,-1.83513150,-0.66918581,0.04345266,-0.12342887,88.23599880
495,-0.53850558,-0.58373864,-0.77980038,-0.67925647,-1.88009952,-0.67496561,0.04791042,-0.12319417,88.24714488
496,0.02395835,-0.70189521,-0.71968783,-0.74800309,-1.92520030,-0.68065942,0.05250917,-0.12292745,88.25840151
497,0.40658830,-0.74197609,-0.63190601,-0.81352261,-1.97042677,-0.68626208,0.05724810,-0.12262877,88.26976857
498,-0.05586856,-0.75284879,-0.51520243,-0.87563085,-2.01577188,-0.69176844,0.06212639,-0.12229819,88.28124594
499,-0.21265333,-0.73955366,-0.37052118,-0.93405743,-2.06122856,-0.69717335,0.06714324,-0.12193578,88.29283349
500,-0.74680178,-0.68074397,-0.20103021,-0.98848302,-2.10678976,-0.70247166,0.07229784,-0.12154161,88.30453109
501,0.26777588,-0.60234161,-0.01124111,-1.03857255,-2.15244843,-0.70765822,0.07758936,-0.12111574,88.31633863
502,0.70095632,-0.55460609,0.19382210,-1.08397356,-2.19819750,-0.71272787,0.08301700,-0.12065823,88.32825599
503,1.96051807,-0.59260999,0.40841833,-1.12432957,-2.24402991,-0.71767547,0.08857995,-0.12016915,88.34028303
504,0.51472991,-0.70907038,0.62401950,-1.15928408,-2.28993862,-0.72249586,0.09427740,-0.11964856,88.35241962
505,-1.95657715,-0.76361549,0.82815052,-1.18848059,-2.33591655,-0.72718389,0.10010852,-0.11909651,88.36466564
506,-2.38465098,-0.58733090,1.00794423,-1.21156260,-2.38195666,-0.73173441,0.10607252,-0.11851305,88.37702093
507,-2.64565349,-0.06798316,1.15166592,-1.22817362,-2.42805188,-0.73614227,0.11216858,-0.11789822,88.38948535
508,-0.15708703,0.70076991,1.24785119,-1.23795831,-2.47419516,-0.74040231,0.11839589,-0.11725207,88.40205878
509,-0.69659742,1.47830421,1.28507238,-1.24059811,-2.52037944,-0.74450939,0.12475364,-0.11657465,88.41474106
510,2.87313618,1.87697357,1.25210639,-1.23593257,-2.56660175,-0.74845821,0.13124103,-0.11586601,88.42753205
511,0.81967412,1.66014586,1.14168175,-1.22395782,-2.61287704,-0.75224298,0.13785740,-0.11512619,88.44043160
512,-1.02210498,1.00548989,0.96107632,-1.20473591,-2.65923017,-0.75585804,0.14460206,-0.11435521,88.45343957
513,0.21326105,0.19201458,0.72118650,-1.17834187,-2.70568373,-0.75929781,0.15147434,-0.11355314,88.46655580
514,-0.17155625,-0.53835095,0.43290869,-1.14486238,-2.75224869,-0.76255670,0.15847358,-0.11272001,88.47978016
515,0.74790222,-1.11918791,0.10713930,-1.10440057,-2.79891951,-0.76562913,0.16559908,-0.11185585,88.49311248
516,0.39743114,-1.42003335,-0.24522529,-1.05706970,-2.84568058,-0.76850952,0.17285019,-0.11096072,88.50655263
517,-1.09849393,-1.23142925,-0.61321731,-1.00298660,-2.89251269,-0.77119229,0.18022621,-0.11003464,88.52010046
518,0.69072254,-0.45001231,-0.98473932,-0.94225231,-2.93941244,-0.77367183,0.18772649,-0.10907767,88.53375581
519,-0.56766911,0.51443119,-1.34424521,-0.87496508,-2.98637918,-0.77594258,0.19535033,-0.10808984,88.54751855
520,0.93379139,1.06952190,-1.67544168,-0.80123755,-3.03339794,-0.77799895,0.20309708,-0.10707120,88.56138851
521,-1.11864688,1.10928638,-1.96438622,-0.72118606,-3.08044998,-0.77983535,0.21096605,-0.10602177,88.57536555
522,1.16671322,0.85980897,-2.20517823,-0.63492698,-3.12751656,-0.78144621,0.21895656,-0.10494157,88.58944950
523,0.58756030,0.45040600,-2.39426287,-0.54257666,-3.17457895,-0.78282592,0.22706795,-0.10383064,88.60364019
524,0.64914349,-0.05970991,-2.52817530,-0.44425740,-3.22161843,-0.78396892,0.23529954,-0.10268898,88.61793745
525,0.35905976,-0.58651563,-2.60338034,-0.34016179,-3.26861625,-0.78486962,0.24365065,-0.10151660,88.63234110
526,-0.61635911,-1.03871048,-2.61610995,-0.23071530,-3.31555370,-0.78552242,0.25212061,-0.10031354,88.64685098
527,-0.67222229,-1.33426718,-2.56251891,-0.11656115,-3.36241202,-0.78592176,0.26070875,-0.09907980,88.66146690
528,0.44149249,-1.44538378,-2.44074455,0.00158391,-3.40917250,-0.78606203,0.26941440,-0.09781541,88.67618869
529,0.28849347,-1.44073863,-2.25543529,0.12299495,-3.45581640,-0.78593767,0.27823690,-0.09652039,88.69101619
530,0.49637772,-1.35298802,-2.01447642,0.24694705,-3.50232498,-0.78554308,0.28717559,-0.09519478,88.70594921
531,-0.76578252,-1.07949548,-1.72667207,0.37271528,-3.54867952,-0.78487268,0.29622980,-0.09383861,88.72098759
532,-1.37850005,-0.58592523,-1.40095518,0.49957471,-3.59486128,-0.78392088,0.30539890,-0.09245191,88.73613116
533,-0.17461932,0.04568272,-1.04625866,0.62680042,-3.64085153,-0.78268211,0.31468221,-0.09103473,88.75137973
534,1.60322045,0.67647282,-0.67151547,0.75366748,-3.68663154,-0.78115077,0.32407910,-0.08958710,88.76673313
535,1.98486499,1.15879021,-0.28565853,0.87945095,-3.73218267,-0.77932120,0.33358890,-0.08810905,88.78219120
536,1.91104942,1.35060960,0.10237922,1.00342593,-3.77748667,-0.77718731,0.34321096,-0.08660063,88.79775375
537,1.70700728,1.17458617,0.48369564,1.12486747,-3.82252571,-0.77474263,0.35294463,-0.08506186,88.81342062
538,-1.62979124,0.74707640,0.84947833,1.24305065,-3.86728235,-0.77198028,0.36278926,-0.08349280,88.82919164
539,-0.90243614,0.28613391,1.19091030,1.35725055,-3.91174059,-0.76889194,0.37274419,-0.08189346,88.84506662
540,0.44814014,-0.05549673,1.49990443,1.46674223,-3.95588476,-0.76546897,0.38280876,-0.08026390,88.86104539
541,0.44414463,-0.20119748,1.77033839,1.57080077,-3.99969919,-0.76170271,0.39298233,-0.07860414,88.87712779
542,-0.70176814,-0.13373732,1.99815249,1.66870124,-4.04316822,-0.75758450,0.40326425,-0.07691423,88.89331364
543,0.86651274,0.11727668,2.18038475,1.75971872,-4.08627513,-0.75310678,0.41365384,-0.07519420,88.90960276
544,0.90000247,0.50689084,2.31450025,1.84313059,-4.12899912,-0.74826599,0.42415048,-0.07344409,88.92599499
545,-1.49637143,0.96930670,2.39802163,1.91822351,-4.17131728,-0.74306075,0.43475349,-0.07166393,88.94249014
546,0.27160376,1.35626101,2.42848580,1.98428674,-4.21319967,-0.73749667,0.44546222,-0.06985376,88.95908805
547,1.94437899,1.49544662,2.40381573,2.04063634,-4.25461984,-0.73157589,0.45627603,-0.06801362,88.97578855
548,0.44356990,1.27294098,2.32450046,2.08675768,-4.29556151,-0.72529037,0.46719426,-0.06614354,88.99259145
549,-0.00812849,0.83069681,2.19659749,2.12246088,-4.33601561,-0.71862486,0.47821626,-0.06424357,89.00949659
550,-1.25038736,0.43738987,2.02808913,2.14775371,-4.37597509,-0.71156197,0.48934136,-0.06231374,89.02650379
551,0.94085094,0.28237427,1.82714359,2.16268091,-4.41544087,-0.70407610,0.50056893,-0.06035408,89.04361288
552,-0.81034749,0.34800854,1.60225440,2.16728842,-4.45442195,-0.69613355,0.51189829,-0.05836463,89.06082369
553,0.36808880,0.42621246,1.36272911,2.16162428,-4.49292332,-0.68770679,0.52332881,-0.05634543,89.07813604
554,0.89087236,0.36402099,1.11758859,2.14573970,-4.53094345,-0.67877790,0.53485983,-0.05429652,89.09554976
555,-0.02578065,0.11939387,0.87514311,2.11968831,-4.56847917,-0.66933307,0.54649069,-0.05221793,89.11306467
556,-0.26630807,-0.21512272,0.64354981,2.08352420,-4.60552291,-0.65936338,0.55822075,-0.05010971,89.13068061
557,-0.48260809,-0.50806310,0.43096658,2.03730205,-4.64206077,-0.64886673,0.57004935,-0.04797189,89.14839740
558,0.25622085,-0.67532837,0.24556921,1.98107664,-4.67807641,-0.63784367,0.58197584,-0.04580451,89.16621487
559,-0.43838266,-0.73755611,0.09551634,1.91490280,-4.71355077,-0.62629743,0.59399959,-0.04360763,89.18413284
560,0.45746279,-0.78188050,-0.01178572,1.83883533,-4.74846265,-0.61423341,0.60611993,-0.04138128,89.20215114
561,0.17932660,-0.83088774,-0.07089850,1.75293051,-4.78279041,-0.60165744,0.61833623,-0.03912550,89.22026959
562,-0.64820567,-0.81277754,-0.07856407,1.65725168,-4.81651241,-0.58857533,0.63064783,-0.03684033,89.23848803
563,-0.24979032,-0.63684421,-0.03651484,1.55187872,-4.84960705,-0.57499290,0.64305409,-0.03452583,89.25680629
564,-0.18060300,-0.33189947,0.04752498,1.43697179,-4.88205267,-0.56091596,0.65555436,-0.03218202,89.27522417
565,0.62433346,-0.08159644,0.16405000,1.31287726,-4.91382766,-0.54635033,0.66814798,-0.02980896,89.29374152
566,-0.09453920,-0.03772891,0.30236388,1.18011592,-4.94491039,-0.53130182,0.68083431,-0.02740668,89.31235817
567,-0.04238987,-0.09916516,0.44702989,1.03931985,-4.97527923,-0.51577626,0.69361271,-0.02497523,89.33107393
568,-0.12045209,-0.05260788,0.57835655,0.89116017,-5.00491255,-0.49977945,0.70648252,-0.02251465,89.34988863
569,-0.99261105,0.22650753,0.68081389,0.73627557,-5.03378873,-0.48331721,0.71944310,-0.02002498,89.36880211
570,-0.16210339,0.68099229,0.74488029,0.57525989,-5.06188612,-0.46639536,0.73249379,-0.01750626,89.38781418
571,0.79860044,1.15530204,0.76258502,0.40870985,-5.08918311,-0.44901972,0.74563396,-0.01495853,89.40692467
572,1.72846462,1.47828326,0.72638005,0.23722704,-5.11565807,-0.43119610,0.75886294,-0.01238185,89.42613342
573,0.17131040,1.54250084,0.63275116,0.06141349,-5.14128937,-0.41293031,0.77218010,-0.00977624,89.44544025
574,-0.99617291,1.50044828,0.48926613,-0.11812878,-5.16605537,-0.39422818,0.78558478,-0.00714175,89.46484498
575,-0.31303226,1.55398597,0.30665549,-0.30079775,-5.18993446,-0.37509552,0.79907634,-0.00447843,89.48434744
576,-0.35187242,1.73958815,0.09623721,-0.48599140,-5.21290500,-0.35553814,0.81265412,-0.00178632,89.50394746
577,1.09656486,1.69536575,-0.12976741,-0.67310769,-5.23494537,-0.33556187,0.82631749,0.00093455,89.52364486
578,1.35055390,1.18188442,-0.35887304,-0.86154462,-5.25603393,-0.31517251,0.84006578,0.00368413,89.54343948
579,0.76510551,0.36664644,-0.57857964,-1.05070015,-5.27614905,-0.29437588,0.85389836,0.00646238,89.56333113
580,-1.02527127,-0.48457589,-0.77638716,-1.23997227,-5.29526912,-0.27317780,0.86781457,0.00926925,89.58331965
581,-0.68527482,-1.10954802,-0.93979554,-1.42875895,-5.31337249,-0.25158409,0.88181377,0.01210471,89.60340486
582,0.73970331,-1.29125361,-1.05630475,-1.61645816,-5.33043755,-0.22960056,0.89589531,0.01496871,89.62358658
583,-0.79763466,-0.98764708,-1.11646753,-1.80246789,-5.34644266,-0.20723303,0.91005854,0.01786121,89.64386465
584,-0.74157237,-0.44849750,-1.12369490,-1.98618611,-5.36136620,-0.18448731,0.92430281,0.02078217,89.66423889
585,1.42823798,0.01993459,-1.08703636,-2.16701352,-5.37518653,-0.16136922,0.93862747,0.02373156,89.68470911
586,0.38230569,0.20973193,-1.01703843,-2.34437655,-5.38788202,-0.13788458,0.95303188,0.02670933,89.70527515
587,-0.92240723,0.20496750,-0.92905971,-2.51777553,-5.39943106,-0.11403919,0.96751538,0.02971544,89.72593683
588,0.00300892,0.18231604,-0.84409472,-2.68677592,-5.40981201,-0.08983889,0.98207733,0.03274986,89.74669398
589,-0.22195319,0.26333423,-0.78038876,-2.85098663,-5.41900324,-0.06528948,0.99671708,0.03581253,89.76754642
590,-0.14832087,0.42129171,-0.74882633,-3.01009958,-5.42698312,-0.04039678,1.01143398,0.03890343,89.78849397
591,0.48787121,0.51632769,-0.75138801,-3.16387410,-5.43373003,-0.01516660,1.02622739,0.04202252,89.80953645
592,0.51915642,0.39870410,-0.78197842,-3.31208552,-5.43922234,0.01039523,1.04109665,0.04516975,89.83067369
593,1.17697433,0.03522311,-0.83008845,-3.45451008,-5.44343841,0.03628291,1.05604112,0.04834510,89.85190552
594,-0.60322199,-0.42514568,-0.88448626,-3.59092399,-5.44635662,0.06249061,1.07106015,0.05154851,89.87323175
595,-1.56159331,-0.80626796,-0.93394508,-3.72110350,-5.44795535,0.08901252,1.08615308,0.05477996,89.89465220
596,-3.06220930,-0.93444856,-0.96755129,-3.84481664,-5.44821295,0.11584283,1.10131928,0.05803940,89.91616671
597,-1.23290932,-0.69547563,-0.97912521,-3.96179293,-5.44710781,0.14297571,1.11655810,0.06132680,89.93777508
598,-0.04202781,-0.21160933,-0.97702865,-4.07172440,-5.44461836,0.17040536,1.13186887,0.06464211,89.95947716
599,0.16611165,0.31259941,-0.97432767,-4.17426383,-5.44072325,0.19812595,1.14725097,0.06798531,89.98127275
600,1.66078710,0.63128355,-0.98444666,-4.26901262,-5.43540137,0.22613167,1.16270373,0.07135635,90.00316168
601,0.30114899,0.57272438,-1.02001443,-4.35554987,-5.42863340,0.25441670,1.17822652,0.07475519,90.02514378
602,0.91918190,0.18388687,-1.08984148,-4.43349111,-5.42040710,0.28297524,1.19381867,0.07818179,90.04721886
603,-0.96169128,-0.15898754,-1.20037752,-4.50248275,-5.41072314,0.31180145,1.20947955,0.08163612,90.06938676
604,0.51808573,-0.12916865,-1.35683055,-4.56218673,-5.39959491,0.34088953,1.22520851,0.08511814,90.09164728
605,-0.06353684,0.15102578,-1.55816589,-4.61227835,-5.38704232,0.37023366,1.24100489,0.08862781,90.11400027
606,0.19033228,0.36178995,-1.79155016,-4.65243529,-5.37308682,0.39982802,1.25686805,0.09216509,90.13644553
607,0.58870395,0.32390010,-2.04344757,-4.68233511,-5.35774998,0.42966680,1.27279734,0.09572994,90.15898289
608,-0.15052823,0.02124524,-2.30324736,-4.70165539,-5.34105336,0.45974418,1.28879212,0.09932233,90.18161218
609,0.28101631,-0.44199087,-2.56121483,-4.71007370,-5.32301854,0.49005435,1.30485173,0.10294222,90.20433321
610,-0.34655462,-0.91675049,-2.80767904,-4.70726760,-5.30366707,0.52059149,1.32097552,0.10658956,90.22714582
611,-1.76102553,-1.28037251,-3.03296906,-4.69291466,-5.28302053,0.55134978,1.33716285,0.11026433,90.25004981
612,-2.13823933,-1.42139767,-3.22777570,-4.66669015,-5.26110047,0.58232340,1.35341307,0.11396647,90.27304503
613,-2.67852377,-1.24721521,-3.38596323,-4.62830359,-5.23792847,0.61350655,1.36972554,0.11769596,90.29613128
614,-1.82874330,-0.75088637,-3.50907721,-4.57769293,-5.21352608,0.64489341,1.38609959,0.12145276,90.31930840
615,-0.91145113,-0.04222629,-3.60195226,-4.51509553,-5.18791489,0.67647815,1.40253459,0.12523682,90.34257620
616,-0.78885261,0.73567315,-3.66945703,-4.44093030,-5.16111644,0.70825496,1.41902988,0.12904811,90.36593450
617,0.70819072,1.43195512,-3.71632387,-4.35568869,-5.13315232,0.74021804,1.43558483,0.13288659,90.38938314
618,1.58203657,1.90744114,-3.74725044,-4.25989685,-5.10404407,0.77236155,1.45219877,0.13675223,90.41292193
619,-1.19900917,2.05024853,-3.76684281,-4.15408722,-5.07381328,0.80467969,1.46887106,0.14064497,90.43655070
620,0.71982226,1.85726607,-3.77901201,-4.03879228,-5.04248150,0.83716663,1.48560106,0.14456480,90.46026926
621,0.33251732,1.44799930,-3.78576785,-3.91454448,-5.01007031,0.86981657,1.50238811,0.14851166,90.48407745
622,-0.58282198,0.94407069,-3.78701513,-3.78187628,-4.97660126,0.90262369,1.51923157,0.15248551,90.50797509
623,0.33752500,0.43567681,-3.78161528,-3.64132015,-4.94209592,0.93558217,1.53613078,0.15648633,90.53196199
624,-0.29949186,-0.11161114,-3.76804408,-3.49340854,-4.90657587,0.96868619,1.55308511,0.16051408,90.55603798
625,0.62739486,-0.77261349,-3.74462165,-3.33867393,-4.87006266,1.00192994,1.57009389,0.16456870,90.58020288
626,-0.55443372,-1.45549420,-3.71002826,-3.17764876,-4.83257786,1.03530760,1.58715649,0.16865018,90.60445652
627,-0.84418735,-1.96364833,-3.66312351,-3.01086550,-4.79414303,1.06881336,1.60427225,0.17275846,90.62879872
628,-0.08679492,-2.15543265,-3.60320092,-2.83885662,-4.75477975,1.10244140,1.62144053,0.17689351,90.65322931
629,-0.39213076,-2.04399717,-3.53010942,-2.66215457,-4.71450958,1.13618591,1.63866068,0.18105529,90.67774809
630,0.24776330,-1.73587586,-3.44417590,-2.48129181,-4.67335409,1.17004106,1.65593205,0.18524376,90.70235491
631,0.75727258,-1.31646243,-3.34582337,-2.29680081,-4.63133483,1.20400105,1.67325399,0.18945889,90.72704958
632,-0.40159986,-0.86005257,-3.23547485,-2.10921403,-4.58847338,1.23806005,1.69062586,0.19370063,90.75183192
633,0.96109827,-0.44313349,-3.11355338,-1.91906393,-4.54479131,1.27221225,1.70804699,0.19796895,90.77670176
634,0.62412157,-0.15361733,-2.98048197,-1.72688297,-4.50031017,1.30645184,1.72551676,0.20226381,90.80165891
635,0.82700659,0.02419844,-2.83668364,-1.53320361,-4.45505153,1.34077299,1.74303450,0.20658517,90.82670321
636,-1.12498503,0.26368488,-2.68258143,-1.33855832,-4.40903697,1.37516990,1.76059958,0.21093300,90.85183448
637,-0.20503402,0.62060498,-2.51859834,-1.14347955,-4.36228804,1.40963674,1.77821133,0.21530725,90.87705253
638,0.96278313,0.89170948,-2.34515742,-0.94849976,-4.31482632,1.44416770,1.79586912,0.21970789,90.90235719
639,-0.52033136,0.86977139,-2.16268854,-0.75415143,-4.26667336,1.47875697,1.81357230,0.22413487,90.92774829
640,0.67221596,0.65371417,-1.97178144,-0.56096700,-4.21785074,1.51339872,1.83132021,0.22858816,90.95322565
641,-1.22845223,0.68894370,-1.77334871,-0.36947895,-4.16838001,1.54808715,1.84911221,0.23306773,90.97878908
642,0.47497344,1.16730338,-1.56752184,-0.18021972,-4.11828276,1.58281643,1.86694765,0.23757353,91.00443842
643,0.62020394,1.82236600,-1.35397904,0.00627821,-4.06758053,1.61758075,1.88482588,0.24210552,91.03017348
644,0.99708091,2.29058163,-1.13233852,0.18948238,-4.01629490,1.65237430,1.90274626,0.24666367,91.05599409
645,-0.94670221,2.26132114,-0.90213493,0.36886034,-3.96444744,1.68719125,1.92070813,0.25124794,91.08190007
646,0.97122205,1.59292588,-0.66266449,0.54387962,-3.91205970,1.72202580,1.93871085,0.25585829,91.10789125
647,1.20437618,0.45944935,-0.41363774,0.71400777,-3.85915326,1.75687212,1.95675377,0.26049468,91.13396744
648,-0.90268914,-0.82650433,-0.15541603,0.87871231,-3.80574968,1.79172440,1.97483624,0.26515708,91.16012848
649,-1.84502658,-1.90810870,0.11112778,1.03746079,-3.75187053,1.82657682,1.99295761,0.26984544,91.18637417
650,-0.81691370,-2.51332432,0.38489865,1.18972075,-3.69753737,1.86142357,2.01111723,0.27455973,91.21270436
651,0.94002221,-2.64282265,0.66370910,1.33495972,-3.64277177,1.89625883,2.02931447,0.27929990,91.23911885
652,-0.53892486,-2.41703546,0.94240508,1.47264525,-3.58759529,1.93107679,2.04754865,0.28406593,91.26561747
653,-0.30455469,-1.99917390,1.21432724,1.60224486,-3.53202951,1.96587163,2.06581915,0.28885777,91.29220005
654,0.91189483,-1.48786137,1.47260552,1.72322611,-3.47609598,2.00063753,2.08412531,0.29367538,91.31886640
655,-0.48454964,-0.94175736,1.71036986,1.83505653,-3.41981627,2.03536868,2.10246648,0.29851873,91.34561636
656,-0.22520793,-0.35657885,1.92075018,1.93720366,-3.36321196,2.07005926,2.12084202,0.30338777,91.37244973
657,-0.59723356,0.27105918,2.09687643,2.02913504,-3.30630459,2.10470345,2.13925127,0.30828248,91.39936636
658,0.03612579,0.88420222,2.23187854,2.11031820,-3.24911575,2.13929544,2.15769359,0.31320280,91.42636605
659,0.21164656,1.34575848,2.31889737,2.18022068,-3.19166700,2.17382942,2.17616833,0.31814871,91.45344863
660,1.13699761,1.46962412,2.35128687,2.23831139,-3.13397989,2.20829956,2.19467484,0.32312016,91.48061393
661,0.28491738,1.18001327,2.32475757,2.28406801,-3.07607601,2.24270006,2.21321247,0.32811712,91.50786177
662,-0.16694741,0.67514029,2.24235731,2.31700056,-3.01797690,2.27702509,2.23178058,0.33313954,91.53519197
663,-1.11743358,0.26778406,2.11113489,2.33673736,-2.95970415,2.31126883,2.25037851,0.33818739,91.56260435
664,0.14371109,0.08710386,1.94045455,2.34314628,-2.90127932,2.34542548,2.26900562,0.34326064,91.59009873
665,0.97183303,0.01704458,1.74197091,2.33635227,-2.84272396,2.37948922,2.28766126,0.34835924,91.61767495
666,-0.42407188,-0.06792329,1.52877914,2.31671529,-2.78405965,2.41345423,2.30634478,0.35348315,91.64533281
667,-0.60167599,-0.17443611,1.31365765,2.28469064,-2.72530796,2.44731469,2.32505554,0.35863234,91.67307216
668,1.01180619,-0.26746988,1.10875253,2.24077300,-2.66649045,2.48106479,2.34379288,0.36380676,91.70089280
669,-1.03430447,-0.36074935,0.92487632,2.18550302,-2.60762868,2.51469872,2.36255616,0.36900639,91.72879456
670,0.64628328,-0.46836006,0.76938815,2.11948486,-2.54874422,2.54821065,2.38134472,0.37423117,91.75677726
671,0.73033767,-0.60077885,0.64561472,2.04336678,-2.48985864,2.58159477,2.40015793,0.37948108,91.78484073
672,-0.13535026,-0.71725585,0.55210988,1.95788064,-2.43099350,2.61484527,2.41899512,0.38475608,91.81298479
673,-1.23168050,-0.69111753,0.48363488,1.86389270,-2.37217038,2.64795632,2.43785566,0.39005612,91.84120926
674,-0.32028883,-0.44247049,0.43220406,1.76239885,-2.31341082,2.68092212,2.45673890,0.39538117,91.86951397
675,1.09305305,-0.05437211,0.39040963,1.65448764,-2.25473641,2.71373684,2.47564418,0.40073118,91.89789874
